NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;D4C;D4N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Tipo de esgotamento sanitário (Código);Tipo de esgotamento sanitário;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2301307;Araripe - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72110;Rede geral ou pluvial;1020;Unidades;1211
6;Município;2301307;Araripe - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72111;Fossa séptica ou fossa filtro ligada à rede;1020;Unidades;359
6;Município;2301307;Araripe - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72112;Fossa séptica ou fossa filtro não ligada à rede;1020;Unidades;660
6;Município;2301307;Araripe - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72113;Fossa rudimentar ou buraco;1020;Unidades;3636
6;Município;2301307;Araripe - CE;381;Domicílios particulares permanentes ocupados;2022;2022;92858;Vala;1020;Unidades;90
6;Município;2301307;Araripe - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72114;Rio, lago, córrego ou mar;1020;Unidades;4
6;Município;2301307;Araripe - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72115;Outra forma;1020;Unidades;170
6;Município;2301307;Araripe - CE;381;Domicílios particulares permanentes ocupados;2022;2022;92861;Não tinham banheiro nem sanitário;1020;Unidades;616
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;46292;Total;1020;Unidades;3579
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72110;Rede geral ou pluvial;1020;Unidades;649
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72111;Fossa séptica ou fossa filtro ligada à rede;1020;Unidades;46
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72112;Fossa séptica ou fossa filtro não ligada à rede;1020;Unidades;1171
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72113;Fossa rudimentar ou buraco;1020;Unidades;1336
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;92858;Vala;1020;Unidades;256
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72114;Rio, lago, córrego ou mar;1020;Unidades;13
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72115;Outra forma;1020;Unidades;66
6;Município;2301406;Aratuba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;92861;Não tinham banheiro nem sanitário;1020;Unidades;42
6;Município;2301505;Arneiroz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;46292;Total;1020;Unidades;2599
6;Município;2301505;Arneiroz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72110;Rede geral ou pluvial;1020;Unidades;318
6;Município;2301505;Arneiroz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72111;Fossa séptica ou fossa filtro ligada à rede;1020;Unidades;152
6;Município;2301505;Arneiroz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72112;Fossa séptica ou fossa filtro não ligada à rede;1020;Unidades;1293
6;Município;2301505;Arneiroz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72113;Fossa rudimentar ou buraco;1020;Unidades;627
6;Município;2301505;Arneiroz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;92858;Vala;1020;Unidades;27
