NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;D4C;D4N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Destino do lixo (Código);Destino do lixo;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2303600;Catarina - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;2
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;3432
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;2080
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;131
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;1157
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;5
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;47
6;Município;2303659;Catunda - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;12
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;120668
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;105549
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;7246
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;4575
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;117
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;2254
6;Município;2303709;Caucaia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;927
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;8075
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;5342
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;157
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;2453
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;13
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;76
6;Município;2303808;Cedro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;34
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;3922
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;3047
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;2
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;789
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;12
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;63
6;Município;2303907;Chaval - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;9
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;3997
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;561
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;549
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;2693
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;12
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;175
6;Município;2303931;Choró - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;7
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;7143
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;4053
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;1667
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;1270
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;88
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;64
6;Município;2303956;Chorozinho - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;1
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;7031
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;4188
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;616
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;2010
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;15
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;191
6;Município;2304004;Coreaú - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;11
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;27119
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;21427
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;416
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;4947
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;31
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;233
6;Município;2304103;Crateús - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;65
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;44610
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;39949
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;885
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;2988
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;72
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;447
6;Município;2304202;Crato - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;269
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;6103
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;5324
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;184
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;463
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;34
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;94
6;Município;2304236;Croatá - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;4
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;10352
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;7118
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;713
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;2160
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;236
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;103
6;Município;2304251;Cruz - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;22
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;3344
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;1981
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;91
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;1179
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;11
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;79
6;Município;2304269;Deputado Irapuan Pinheiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;3
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;2248
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;1489
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;5
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;726
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;2
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;22
6;Município;2304277;Ereré - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;4
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;25105
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;24333
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;647
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;55
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;7
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;56
6;Município;2304285;Eusébio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;7
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;6414
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;4869
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;245
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;1231
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;3
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;62
6;Município;2304301;Farias Brito - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;4
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;8102
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;6029
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;899
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;1096
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;6
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;65
6;Município;2304350;Forquilha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;7
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;860139
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;818051
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;38783
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;238
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;32
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;2391
6;Município;2304400;Fortaleza - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;644
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;5938
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;3651
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;1640
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;516
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;83
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;22
6;Município;2304459;Fortim - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;26
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;5420
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;1751
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;2552
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;977
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;16
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;103
6;Município;2304509;Frecheirinha - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;21
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;2193
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;1510
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;21
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;618
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;4
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;36
6;Município;2304608;General Sampaio - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;4
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;4832
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;2676
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;269
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;1737
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;33
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;105
6;Município;2304657;Graça - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;12
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;17092
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;4993
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;3526
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;7570
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;83
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;869
6;Município;2304707;Granja - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;51
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;1540
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;918
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;154
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;436
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;3
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;27
6;Município;2304806;Granjeiro - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;2
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;4009
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;1188
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;2063
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;705
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;5
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;43
6;Município;2304905;Groaíras - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;5
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;7757
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;5695
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;1393
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;526
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;3
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;130
6;Município;2304954;Guaiúba - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;10
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;13494
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;8872
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;2817
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;1530
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;60
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;187
6;Município;2305001;Guaraciaba do Norte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;28
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;1916
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;1460
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;304
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;144
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;-
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;7
6;Município;2305100;Guaramiranga - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;1
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;6340
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;4196
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72121;Depositado em caçamba de serviço de limpeza;1020;Unidades;174
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72122;Queimado na propriedade;1020;Unidades;1811
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72123;Enterrado na propriedade;1020;Unidades;8
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72124;Jogado em terreno baldio, encosta ou área pública;1020;Unidades;140
6;Município;2305209;Hidrolândia - CE;381;Domicílios particulares permanentes ocupados;2022;2022;1091;Outro destino;1020;Unidades;11
6;Município;2305233;Horizonte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;10972;Total;1020;Unidades;25611
6;Município;2305233;Horizonte - CE;381;Domicílios particulares permanentes ocupados;2022;2022;72120;Coletado no domicílio por serviço de limpeza;1020;Unidades;24628
